sample_id,seed,delivery_id,zone,delivery_time_min,delayed
sample_2,1704,D0333,suburban,62.4,True
sample_2,1704,D0334,suburban,50.1,False
sample_2,1704,D0335,remote,26.4,False
sample_2,1704,D0336,suburban,37.8,False
sample_2,1704,D0337,suburban,34.4,False
sample_2,1704,D0338,suburban,20.0,False
sample_2,1704,D0339,central,23.6,False
sample_2,1704,D0340,remote,49.7,False
sample_2,1704,D0341,suburban,17.7,False
sample_2,1704,D0342,central,17.3,False
sample_2,1704,D0343,suburban,50.3,False
sample_2,1704,D0344,suburban,11.8,False
sample_2,1704,D0345,central,39.3,False
sample_2,1704,D0346,suburban,27.7,False
sample_2,1704,D0347,suburban,48.2,False
sample_2,1704,D0348,central,37.2,False
sample_2,1704,D0349,suburban,11.5,False
sample_2,1704,D0350,remote,27.9,False
sample_3,2704,D0001,remote,29.4,False
sample_3,2704,D0002,suburban,42.2,False
sample_3,2704,D0003,remote,33.2,False
sample_3,2704,D0004,central,32.0,False
sample_3,2704,D0005,central,44.1,False
sample_3,2704,D0006,suburban,21.6,False
sample_3,2704,D0007,suburban,27.3,False
sample_3,2704,D0008,central,35.8,False
sample_3,2704,D0009,central,27.3,False
sample_3,2704,D0010,suburban,21.2,False
sample_3,2704,D0011,remote,35.5,False
sample_3,2704,D0012,central,30.2,False
sample_3,2704,D0013,suburban,26.9,False
sample_3,2704,D0014,central,29.7,False
sample_3,2704,D0015,central,40.5,False
sample_3,2704,D0016,remote,26.5,False
sample_3,2704,D0017,central,35.9,False
sample_3,2704,D0018,suburban,57.3,False
sample_3,2704,D0019,remote,19.5,False
sample_3,2704,D0020,central,44.0,False
sample_3,2704,D0021,suburban,25.8,False
sample_3,2704,D0022,central,105.2,True
sample_3,2704,D0023,suburban,24.9,False
sample_3,2704,D0024,central,14.4,False
sample_3,2704,D0025,suburban,35.4,False
sample_3,2704,D0026,central,15.6,False
sample_3,2704,D0027,central,25.2,False
sample_3,2704,D0028,suburban,27.0,False
sample_3,2704,D0029,central,20.2,False
sample_3,2704,D0030,suburban,47.0,False
sample_3,2704,D0031,remote,84.0,True
sample_3,2704,D0032,suburban,26.0,False
sample_3,2704,D0033,central,63.0,True
sample_3,2704,D0034,central,10.5,False
sample_3,2704,D0035,suburban,13.2,False
sample_3,2704,D0036,suburban,61.1,True
sample_3,2704,D0037,suburban,32.7,False
sample_3,2704,D0038,central,46.8,False
sample_3,2704,D0039,central,30.2,False
sample_3,2704,D0040,central,31.5,False
sample_3,2704,D0041,central,52.9,False
sample_3,2704,D0042,suburban,43.1,False
sample_3,2704,D0043,suburban,17.8,False
sample_3,2704,D0044,remote,22.8,False
sample_3,2704,D0045,suburban,26.2,False
sample_3,2704,D0046,central,52.8,False
sample_3,2704,D0047,central,24.5,False
sample_3,2704,D0048,central,44.5,False
sample_3,2704,D0049,central,82.7,True
sample_3,2704,D0050,remote,31.9,False
sample_3,2704,D0051,suburban,15.3,False
sample_3,2704,D0052,central,48.4,False
sample_3,2704,D0053,remote,22.3,False
sample_3,2704,D0054,suburban,91.7,True
sample_3,2704,D0055,suburban,30.4,False
sample_3,2704,D0056,suburban,43.0,False
sample_3,2704,D0057,suburban,25.0,False
sample_3,2704,D0058,central,56.8,False
sample_3,2704,D0059,central,44.9,False
sample_3,2704,D0060,suburban,34.0,False
sample_3,2704,D0061,central,70.4,True
sample_3,2704,D0062,central,33.2,False
sample_3,2704,D0063,central,34.3,False
sample_3,2704,D0064,central,49.6,False
sample_3,2704,D0065,suburban,14.8,False
sample_3,2704,D0066,remote,43.5,False
sample_3,2704,D0067,suburban,23.4,False
sample_3,2704,D0068,suburban,43.9,False
sample_3,2704,D0069,suburban,40.5,False
sample_3,2704,D0070,suburban,39.2,False
sample_3,2704,D0071,central,37.2,False
sample_3,2704,D0072,central,21.8,False
sample_3,2704,D0073,suburban,41.2,False
sample_3,2704,D0074,central,37.3,False
sample_3,2704,D0075,suburban,64.5,True
sample_3,2704,D0076,suburban,28.3,False
sample_3,2704,D0077,suburban,21.8,False
sample_3,2704,D0078,remote,19.7,False
sample_3,2704,D0079,central,35.6,False
sample_3,2704,D0080,suburban,11.2,False
sample_3,2704,D0081,central,16.2,False
sample_3,2704,D0082,central,33.3,False
sample_3,2704,D0083,central,41.0,False
sample_3,2704,D0084,suburban,16.9,False
sample_3,2704,D0085,suburban,17.7,False
sample_3,2704,D0086,central,45.0,False
sample_3,2704,D0087,central,21.7,False
sample_3,2704,D0088,suburban,15.2,False
sample_3,2704,D0089,suburban,38.1,False
sample_3,2704,D0090,suburban,43.3,False
sample_3,2704,D0091,central,35.1,False
sample_3,2704,D0092,suburban,16.4,False
sample_3,2704,D0093,suburban,49.7,False
sample_3,2704,D0094,remote,74.8,True
sample_3,2704,D0095,central,40.9,False
sample_3,2704,D0096,central,26.2,False
sample_3,2704,D0097,central,22.0,False
sample_3,2704,D0098,central,104.0,True
sample_3,2704,D0099,remote,36.7,False
sample_3,2704,D0100,central,42.3,False
sample_3,2704,D0101,remote,58.4,False
sample_3,2704,D0102,remote,41.6,False
sample_3,2704,D0103,central,28.7,False
sample_3,2704,D0104,suburban,32.7,False
sample_3,2704,D0105,remote,33.7,False
sample_3,2704,D0106,central,33.9,False
sample_3,2704,D0107,central,19.9,False
sample_3,2704,D0108,remote,16.5,False
sample_3,2704,D0109,remote,29.3,False
sample_3,2704,D0110,remote,39.2,False
sample_3,2704,D0111,remote,60.0,False
sample_3,2704,D0112,central,27.0,False
sample_3,2704,D0113,suburban,59.7,False
sample_3,2704,D0114,suburban,24.5,False
sample_3,2704,D0115,suburban,59.7,False
sample_3,2704,D0116,suburban,26.8,False
sample_3,2704,D0117,central,29.1,False
sample_3,2704,D0118,central,30.2,False
sample_3,2704,D0119,remote,70.7,True
sample_3,2704,D0120,suburban,26.1,False
sample_3,2704,D0121,suburban,32.1,False
sample_3,2704,D0122,suburban,34.3,False
sample_3,2704,D0123,central,27.5,False
sample_3,2704,D0124,remote,19.6,False
sample_3,2704,D0125,central,25.3,False
sample_3,2704,D0126,suburban,55.2,False
sample_3,2704,D0127,central,37.9,False
sample_3,2704,D0128,central,32.3,False
sample_3,2704,D0129,remote,36.5,False
sample_3,2704,D0130,central,35.2,False
sample_3,2704,D0131,central,22.2,False
sample_3,2704,D0132,central,31.4,False
sample_3,2704,D0133,remote,45.3,False
sample_3,2704,D0134,suburban,49.9,False
sample_3,2704,D0135,central,32.7,False
sample_3,2704,D0136,remote,29.4,False
sample_3,2704,D0137,central,70.4,True
sample_3,2704,D0138,suburban,47.3,False
sample_3,2704,D0139,central,25.2,False
sample_3,2704,D0140,suburban,54.9,False
sample_3,2704,D0141,suburban,53.8,False
sample_3,2704,D0142,suburban,18.3,False
sample_3,2704,D0143,remote,28.7,False
sample_3,2704,D0144,central,65.6,True
sample_3,2704,D0145,remote,40.0,False
sample_3,2704,D0146,suburban,43.1,False
sample_3,2704,D0147,suburban,31.6,False
sample_3,2704,D0148,central,35.8,False
sample_3,2704,D0149,central,31.3,False
sample_3,2704,D0150,central,19.2,False
sample_3,2704,D0151,suburban,25.5,False
sample_3,2704,D0152,central,22.4,False
sample_3,2704,D0153,remote,36.6,False
sample_3,2704,D0154,remote,35.2,False
sample_3,2704,D0155,suburban,58.5,False
sample_3,2704,D0156,suburban,23.6,False
sample_3,2704,D0157,suburban,37.8,False
sample_3,2704,D0158,suburban,43.1,False
sample_3,2704,D0159,suburban,55.4,False
sample_3,2704,D0160,suburban,18.5,False
sample_3,2704,D0161,suburban,38.1,False
sample_3,2704,D0162,suburban,148.2,True
sample_3,2704,D0163,remote,15.2,False
sample_3,2704,D0164,suburban,29.9,False
sample_3,2704,D0165,suburban,56.1,False
sample_3,2704,D0166,central,42.8,False
sample_3,2704,D0167,central,42.4,False
sample_3,2704,D0168,central,45.3,False
sample_3,2704,D0169,central,21.7,False
sample_3,2704,D0170,suburban,117.1,True
sample_3,2704,D0171,suburban,35.6,False
sample_3,2704,D0172,suburban,80.3,True
sample_3,2704,D0173,central,64.9,True
sample_3,2704,D0174,suburban,29.5,False
sample_3,2704,D0175,suburban,34.7,False
sample_3,2704,D0176,central,40.9,False
sample_3,2704,D0177,suburban,24.5,False
sample_3,2704,D0178,suburban,47.1,False
sample_3,2704,D0179,central,15.3,False
sample_3,2704,D0180,central,29.0,False
sample_3,2704,D0181,remote,17.9,False
sample_3,2704,D0182,suburban,38.8,False
sample_3,2704,D0183,suburban,33.2,False
sample_3,2704,D0184,suburban,33.8,False
sample_3,2704,D0185,suburban,33.6,False
sample_3,2704,D0186,suburban,20.1,False
sample_3,2704,D0187,suburban,30.4,False
sample_3,2704,D0188,remote,90.2,True
sample_3,2704,D0189,remote,16.9,False
sample_3,2704,D0190,suburban,25.8,False
sample_3,2704,D0191,remote,28.7,False
sample_3,2704,D0192,suburban,36.3,False
sample_3,2704,D0193,central,33.7,False
sample_3,2704,D0194,suburban,28.5,False
sample_3,2704,D0195,central,27.5,False
sample_3,2704,D0196,central,32.8,False
sample_3,2704,D0197,suburban,27.7,False
sample_3,2704,D0198,remote,15.0,False
sample_3,2704,D0199,suburban,31.0,False
sample_3,2704,D0200,suburban,38.8,False
sample_3,2704,D0201,remote,15.3,False
sample_3,2704,D0202,remote,19.5,False
sample_3,2704,D0203,suburban,7.3,False
sample_3,2704,D0204,remote,29.8,False
sample_3,2704,D0205,central,16.8,False
sample_3,2704,D0206,central,22.2,False
sample_3,2704,D0207,suburban,14.7,False
sample_3,2704,D0208,central,33.7,False
sample_3,2704,D0209,central,40.2,False
sample_3,2704,D0210,remote,47.2,False
sample_3,2704,D0211,central,26.2,False
sample_3,2704,D0212,central,35.9,False
sample_3,2704,D0213,central,18.5,False
sample_3,2704,D0214,central,28.9,False
sample_3,2704,D0215,central,36.0,False
sample_3,2704,D0216,suburban,45.5,False
sample_3,2704,D0217,suburban,156.5,True
sample_3,2704,D0218,central,63.1,True
sample_3,2704,D0219,suburban,20.9,False
sample_3,2704,D0220,central,40.2,False
sample_3,2704,D0221,central,29.3,False
sample_3,2704,D0222,remote,53.5,False
sample_3,2704,D0223,central,22.1,False
sample_3,2704,D0224,central,103.6,True
sample_3,2704,D0225,central,61.0,True
sample_3,2704,D0226,central,12.1,False
sample_3,2704,D0227,central,43.0,False
sample_3,2704,D0228,central,21.4,False
sample_3,2704,D0229,central,31.2,False
sample_3,2704,D0230,suburban,25.5,False
sample_3,2704,D0231,suburban,38.8,False
sample_3,2704,D0232,central,27.7,False
sample_3,2704,D0233,central,119.3,True
sample_3,2704,D0234,central,29.1,False
sample_3,2704,D0235,central,19.3,False
sample_3,2704,D0236,remote,32.6,False
sample_3,2704,D0237,central,69.0,True
sample_3,2704,D0238,suburban,16.3,False
sample_3,2704,D0239,remote,25.0,False
sample_3,2704,D0240,central,34.1,False
sample_3,2704,D0241,central,34.6,False
sample_3,2704,D0242,remote,28.3,False
sample_3,2704,D0243,suburban,24.5,False
sample_3,2704,D0244,central,41.8,False
sample_3,2704,D0245,central,26.7,False
sample_3,2704,D0246,central,26.3,False
sample_3,2704,D0247,suburban,23.2,False
sample_3,2704,D0248,suburban,23.1,False
sample_3,2704,D0249,suburban,27.6,False
sample_3,2704,D0250,remote,37.2,False
sample_3,2704,D0251,central,21.8,False
sample_3,2704,D0252,central,27.3,False
sample_3,2704,D0253,central,41.3,False
sample_3,2704,D0254,suburban,31.0,False
sample_3,2704,D0255,suburban,73.1,True
sample_3,2704,D0256,central,35.4,False
sample_3,2704,D0257,suburban,24.0,False
sample_3,2704,D0258,suburban,45.3,False
sample_3,2704,D0259,suburban,34.7,False
sample_3,2704,D0260,suburban,22.8,False
sample_3,2704,D0261,central,41.8,False
sample_3,2704,D0262,suburban,14.9,False
sample_3,2704,D0263,remote,34.2,False
sample_3,2704,D0264,central,15.3,False
sample_3,2704,D0265,suburban,21.1,False
sample_3,2704,D0266,suburban,39.3,False
sample_3,2704,D0267,suburban,16.1,False
sample_3,2704,D0268,central,18.9,False
sample_3,2704,D0269,central,33.8,False
sample_3,2704,D0270,remote,49.7,False
sample_3,2704,D0271,suburban,46.5,False
sample_3,2704,D0272,suburban,51.7,False
sample_3,2704,D0273,central,27.4,False
sample_3,2704,D0274,suburban,50.5,False
sample_3,2704,D0275,central,33.1,False
sample_3,2704,D0276,central,37.1,False
sample_3,2704,D0277,suburban,39.8,False
sample_3,2704,D0278,remote,16.9,False
sample_3,2704,D0279,central,32.8,False
sample_3,2704,D0280,remote,22.1,False
sample_3,2704,D0281,central,41.1,False
sample_3,2704,D0282,suburban,27.1,False
sample_3,2704,D0283,suburban,27.2,False
sample_3,2704,D0284,suburban,23.0,False
sample_3,2704,D0285,remote,24.2,False
sample_3,2704,D0286,central,35.6,False
sample_3,2704,D0287,central,27.8,False
sample_3,2704,D0288,suburban,79.5,True
sample_3,2704,D0289,suburban,75.1,True
sample_3,2704,D0290,remote,26.7,False
sample_3,2704,D0291,central,37.4,False
sample_3,2704,D0292,remote,27.5,False
sample_3,2704,D0293,suburban,16.8,False
sample_3,2704,D0294,remote,25.7,False
sample_3,2704,D0295,suburban,61.6,True
sample_3,2704,D0296,central,59.0,False
sample_3,2704,D0297,central,13.9,False
sample_3,2704,D0298,suburban,39.1,False
sample_3,2704,D0299,suburban,28.3,False
sample_3,2704,D0300,central,24.0,False
sample_3,2704,D0301,remote,50.4,False
sample_3,2704,D0302,central,60.9,True
sample_3,2704,D0303,central,16.6,False
sample_3,2704,D0304,central,32.9,False
sample_3,2704,D0305,central,33.5,False
sample_3,2704,D0306,suburban,38.7,False
sample_3,2704,D0307,remote,38.6,False
sample_3,2704,D0308,suburban,54.9,False
sample_3,2704,D0309,suburban,54.1,False
sample_3,2704,D0310,remote,25.3,False
sample_3,2704,D0311,suburban,22.5,False
sample_3,2704,D0312,suburban,41.2,False
sample_3,2704,D0313,central,25.8,False
sample_3,2704,D0314,remote,40.8,False
sample_3,2704,D0315,suburban,28.6,False
sample_3,2704,D0316,suburban,25.1,False
sample_3,2704,D0317,central,13.8,False
sample_3,2704,D0318,remote,16.1,False
sample_3,2704,D0319,central,33.0,False
sample_3,2704,D0320,central,55.2,False
sample_3,2704,D0321,central,43.0,False
sample_3,2704,D0322,suburban,11.3,False
sample_3,2704,D0323,suburban,33.3,False
sample_3,2704,D0324,suburban,31.3,False
sample_3,2704,D0325,suburban,35.8,False
sample_3,2704,D0326,suburban,34.2,False
sample_3,2704,D0327,suburban,20.7,False
sample_3,2704,D0328,suburban,31.7,False
sample_3,2704,D0329,central,28.9,False
sample_3,2704,D0330,suburban,23.5,False
sample_3,2704,D0331,suburban,36.8,False
sample_3,2704,D0332,suburban,37.4,False
sample_3,2704,D0333,central,20.6,False
sample_3,2704,D0334,central,17.6,False
sample_3,2704,D0335,central,19.1,False
sample_3,2704,D0336,suburban,26.1,False
sample_3,2704,D0337,suburban,41.2,False
sample_3,2704,D0338,suburban,22.7,False
sample_3,2704,D0339,central,50.7,False
sample_3,2704,D0340,central,92.9,True
sample_3,2704,D0341,remote,23.9,False
sample_3,2704,D0342,suburban,89.2,True
sample_3,2704,D0343,central,28.8,False
sample_3,2704,D0344,central,43.6,False
sample_3,2704,D0345,suburban,33.8,False
sample_3,2704,D0346,central,50.4,False
sample_3,2704,D0347,suburban,20.8,False
sample_3,2704,D0348,central,37.6,False
sample_3,2704,D0349,central,19.5,False
sample_3,2704,D0350,suburban,19.3,False
sample_4,3704,D0001,central,29.8,False
sample_4,3704,D0002,remote,19.1,False
sample_4,3704,D0003,central,29.0,False
sample_4,3704,D0004,suburban,149.1,True
sample_4,3704,D0005,central,27.2,False
sample_4,3704,D0006,remote,28.7,False
sample_4,3704,D0007,central,22.7,False
sample_4,3704,D0008,central,26.7,False
sample_4,3704,D0009,central,47.7,False
sample_4,3704,D0010,remote,20.0,False
sample_4,3704,D0011,suburban,19.3,False
sample_4,3704,D0012,central,31.9,False
sample_4,3704,D0013,central,42.7,False
sample_4,3704,D0014,suburban,36.9,False
sample_4,3704,D0015,central,17.5,False
sample_4,3704,D0016,central,29.8,False
sample_4,3704,D0017,suburban,32.7,False
sample_4,3704,D0018,central,60.3,True
sample_4,3704,D0019,suburban,50.8,False
sample_4,3704,D0020,suburban,28.9,False
sample_4,3704,D0021,central,58.1,False
sample_4,3704,D0022,central,30.8,False
sample_4,3704,D0023,central,48.0,False
sample_4,3704,D0024,central,30.5,False
sample_4,3704,D0025,remote,19.3,False
sample_4,3704,D0026,suburban,31.5,False
sample_4,3704,D0027,remote,25.0,False
sample_4,3704,D0028,central,31.9,False
sample_4,3704,D0029,suburban,33.7,False
sample_4,3704,D0030,central,30.3,False
sample_4,3704,D0031,central,24.2,False
sample_4,3704,D0032,central,43.8,False
sample_4,3704,D0033,central,29.3,False
sample_4,3704,D0034,central,13.0,False
sample_4,3704,D0035,central,36.2,False
sample_4,3704,D0036,remote,47.4,False
sample_4,3704,D0037,suburban,45.1,False
sample_4,3704,D0038,central,81.3,True
sample_4,3704,D0039,suburban,30.2,False
sample_4,3704,D0040,remote,42.0,False
sample_4,3704,D0041,central,15.7,False
sample_4,3704,D0042,suburban,15.5,False
sample_4,3704,D0043,central,46.8,False
sample_4,3704,D0044,central,20.4,False
sample_4,3704,D0045,central,17.9,False
sample_4,3704,D0046,suburban,24.6,False
sample_4,3704,D0047,suburban,42.8,False
sample_4,3704,D0048,central,17.0,False
sample_4,3704,D0049,remote,27.1,False
sample_4,3704,D0050,remote,65.2,True
sample_4,3704,D0051,central,16.7,False
sample_4,3704,D0052,suburban,37.7,False
sample_4,3704,D0053,suburban,23.7,False
sample_4,3704,D0054,central,32.1,False
sample_4,3704,D0055,central,60.3,True
sample_4,3704,D0056,central,25.8,False
sample_4,3704,D0057,remote,57.4,False
sample_4,3704,D0058,suburban,62.6,True
sample_4,3704,D0059,suburban,48.7,False
sample_4,3704,D0060,suburban,39.3,False
sample_4,3704,D0061,remote,42.4,False
sample_4,3704,D0062,remote,25.1,False
sample_4,3704,D0063,remote,31.2,False
sample_4,3704,D0064,central,34.1,False
sample_4,3704,D0065,remote,37.3,False
sample_4,3704,D0066,suburban,44.0,False
sample_4,3704,D0067,central,50.5,False
sample_4,3704,D0068,central,28.1,False
sample_4,3704,D0069,central,162.4,True
sample_4,3704,D0070,central,36.6,False
sample_4,3704,D0071,central,26.1,False
sample_4,3704,D0072,central,100.5,True
sample_4,3704,D0073,suburban,60.6,True
sample_4,3704,D0074,central,30.9,False
sample_4,3704,D0075,suburban,16.0,False
sample_4,3704,D0076,central,29.0,False
sample_4,3704,D0077,central,45.2,False
sample_4,3704,D0078,remote,45.9,False
sample_4,3704,D0079,remote,31.7,False
sample_4,3704,D0080,remote,46.6,False
sample_4,3704,D0081,suburban,29.1,False
sample_4,3704,D0082,central,35.1,False
sample_4,3704,D0083,suburban,48.4,False
sample_4,3704,D0084,suburban,27.4,False
sample_4,3704,D0085,central,36.3,False
sample_4,3704,D0086,central,22.9,False
sample_4,3704,D0087,central,37.5,False
sample_4,3704,D0088,suburban,28.4,False
sample_4,3704,D0089,suburban,21.0,False
sample_4,3704,D0090,central,31.3,False
sample_4,3704,D0091,suburban,41.3,False
sample_4,3704,D0092,central,19.7,False
sample_4,3704,D0093,suburban,22.5,False
sample_4,3704,D0094,suburban,40.7,False
sample_4,3704,D0095,suburban,47.7,False
sample_4,3704,D0096,central,28.4,False
sample_4,3704,D0097,central,43.7,False
sample_4,3704,D0098,suburban,24.5,False
sample_4,3704,D0099,suburban,30.8,False
sample_4,3704,D0100,suburban,47.2,False
sample_4,3704,D0101,remote,31.0,False
sample_4,3704,D0102,central,19.7,False
sample_4,3704,D0103,central,27.8,False
sample_4,3704,D0104,suburban,47.6,False
sample_4,3704,D0105,suburban,106.0,True
sample_4,3704,D0106,suburban,25.5,False
sample_4,3704,D0107,suburban,39.0,False
sample_4,3704,D0108,central,29.6,False
sample_4,3704,D0109,central,38.8,False
sample_4,3704,D0110,central,22.1,False
sample_4,3704,D0111,central,61.5,True
sample_4,3704,D0112,central,46.3,False
sample_4,3704,D0113,suburban,18.5,False
sample_4,3704,D0114,central,16.5,False
sample_4,3704,D0115,suburban,24.0,False
sample_4,3704,D0116,central,22.8,False
sample_4,3704,D0117,central,20.6,False
sample_4,3704,D0118,suburban,27.6,False
sample_4,3704,D0119,central,29.9,False
sample_4,3704,D0120,central,48.5,False
sample_4,3704,D0121,central,39.4,False
sample_4,3704,D0122,suburban,50.8,False
sample_4,3704,D0123,suburban,24.9,False
sample_4,3704,D0124,suburban,49.0,False
sample_4,3704,D0125,remote,49.9,False
sample_4,3704,D0126,suburban,19.4,False
sample_4,3704,D0127,central,35.0,False
sample_4,3704,D0128,suburban,20.8,False
sample_4,3704,D0129,central,53.2,False
sample_4,3704,D0130,central,25.3,False
sample_4,3704,D0131,suburban,56.9,False
sample_4,3704,D0132,suburban,38.2,False
sample_4,3704,D0133,central,41.4,False
sample_4,3704,D0134,remote,45.5,False
sample_4,3704,D0135,suburban,25.4,False
sample_4,3704,D0136,suburban,52.8,False
sample_4,3704,D0137,suburban,23.1,False
sample_4,3704,D0138,suburban,35.5,False
sample_4,3704,D0139,central,175.4,True
sample_4,3704,D0140,suburban,21.6,False
sample_4,3704,D0141,remote,29.1,False
sample_4,3704,D0142,central,19.3,False
sample_4,3704,D0143,central,36.1,False
sample_4,3704,D0144,suburban,39.9,False
sample_4,3704,D0145,suburban,20.5,False
sample_4,3704,D0146,suburban,34.7,False
sample_4,3704,D0147,central,30.1,False
sample_4,3704,D0148,suburban,50.1,False
sample_4,3704,D0149,suburban,15.2,False
sample_4,3704,D0150,central,28.6,False
sample_4,3704,D0151,suburban,38.5,False
sample_4,3704,D0152,central,45.7,False
sample_4,3704,D0153,suburban,27.4,False
sample_4,3704,D0154,central,18.8,False
sample_4,3704,D0155,central,30.1,False
sample_4,3704,D0156,central,32.7,False
sample_4,3704,D0157,central,38.8,False
sample_4,3704,D0158,suburban,52.1,False
sample_4,3704,D0159,suburban,72.4,True
sample_4,3704,D0160,suburban,17.3,False
sample_4,3704,D0161,remote,46.0,False
sample_4,3704,D0162,central,16.9,False
sample_4,3704,D0163,central,34.9,False
sample_4,3704,D0164,central,36.1,False
sample_4,3704,D0165,suburban,45.0,False
sample_4,3704,D0166,suburban,28.8,False
sample_4,3704,D0167,suburban,38.2,False
sample_4,3704,D0168,suburban,34.6,False
sample_4,3704,D0169,central,32.4,False
sample_4,3704,D0170,suburban,36.6,False
sample_4,3704,D0171,central,39.9,False
sample_4,3704,D0172,central,47.3,False
sample_4,3704,D0173,central,29.3,False
sample_4,3704,D0174,central,33.5,False
sample_4,3704,D0175,remote,33.9,False
sample_4,3704,D0176,central,21.7,False
sample_4,3704,D0177,central,31.7,False
sample_4,3704,D0178,central,42.5,False
sample_4,3704,D0179,central,33.3,False
sample_4,3704,D0180,suburban,38.2,False
sample_4,3704,D0181,central,35.6,False
sample_4,3704,D0182,central,43.7,False
sample_4,3704,D0183,suburban,27.6,False
sample_4,3704,D0184,remote,19.4,False
sample_4,3704,D0185,remote,31.9,False
sample_4,3704,D0186,central,22.6,False
sample_4,3704,D0187,suburban,34.0,False
sample_4,3704,D0188,central,29.3,False
sample_4,3704,D0189,suburban,37.5,False
sample_4,3704,D0190,central,19.4,False
sample_4,3704,D0191,central,34.9,False
sample_4,3704,D0192,central,27.8,False
sample_4,3704,D0193,central,49.8,False
sample_4,3704,D0194,suburban,20.5,False
sample_4,3704,D0195,suburban,24.1,False
sample_4,3704,D0196,central,29.1,False
sample_4,3704,D0197,suburban,28.3,False
sample_4,3704,D0198,central,39.5,False
sample_4,3704,D0199,suburban,39.7,False
sample_4,3704,D0200,central,32.3,False
sample_4,3704,D0201,remote,40.5,False
sample_4,3704,D0202,remote,32.9,False
sample_4,3704,D0203,central,62.6,True
sample_4,3704,D0204,central,40.3,False
sample_4,3704,D0205,central,20.5,False
sample_4,3704,D0206,suburban,35.0,False
sample_4,3704,D0207,central,24.0,False
sample_4,3704,D0208,central,31.6,False
sample_4,3704,D0209,central,34.0,False
sample_4,3704,D0210,suburban,64.1,True
sample_4,3704,D0211,central,30.9,False
sample_4,3704,D0212,central,34.8,False
sample_4,3704,D0213,central,43.3,False
sample_4,3704,D0214,central,111.9,True
sample_4,3704,D0215,central,21.0,False
sample_4,3704,D0216,suburban,26.7,False
sample_4,3704,D0217,suburban,17.9,False
sample_4,3704,D0218,central,16.3,False
sample_4,3704,D0219,remote,37.7,False
sample_4,3704,D0220,central,28.6,False
sample_4,3704,D0221,central,29.5,False
sample_4,3704,D0222,central,32.1,False
sample_4,3704,D0223,central,47.9,False
sample_4,3704,D0224,central,52.5,False
sample_4,3704,D0225,suburban,53.8,False
sample_4,3704,D0226,suburban,34.1,False
sample_4,3704,D0227,central,45.7,False
sample_4,3704,D0228,remote,43.8,False
sample_4,3704,D0229,suburban,102.0,True
sample_4,3704,D0230,central,119.2,True
sample_4,3704,D0231,suburban,36.6,False
sample_4,3704,D0232,central,19.7,False
sample_4,3704,D0233,central,58.9,False
sample_4,3704,D0234,suburban,20.9,False
sample_4,3704,D0235,suburban,33.3,False
sample_4,3704,D0236,suburban,34.8,False
sample_4,3704,D0237,central,78.5,True
sample_4,3704,D0238,central,15.4,False
sample_4,3704,D0239,central,47.2,False
sample_4,3704,D0240,suburban,31.1,False
sample_4,3704,D0241,suburban,50.2,False
sample_4,3704,D0242,suburban,22.5,False
sample_4,3704,D0243,suburban,32.5,False
sample_4,3704,D0244,central,62.3,True
sample_4,3704,D0245,suburban,24.2,False
sample_4,3704,D0246,remote,51.0,False
sample_4,3704,D0247,central,29.4,False
sample_4,3704,D0248,suburban,34.3,False
sample_4,3704,D0249,central,56.3,False
sample_4,3704,D0250,suburban,51.2,False
sample_4,3704,D0251,remote,23.0,False
sample_4,3704,D0252,suburban,23.6,False
sample_4,3704,D0253,suburban,39.3,False
sample_4,3704,D0254,suburban,41.0,False
sample_4,3704,D0255,central,32.6,False
sample_4,3704,D0256,suburban,37.7,False
sample_4,3704,D0257,central,28.9,False
sample_4,3704,D0258,suburban,109.3,True
sample_4,3704,D0259,central,38.2,False
sample_4,3704,D0260,suburban,26.3,False
sample_4,3704,D0261,remote,19.6,False
sample_4,3704,D0262,suburban,32.6,False
sample_4,3704,D0263,suburban,12.7,False
sample_4,3704,D0264,remote,33.2,False
sample_4,3704,D0265,central,35.0,False
sample_4,3704,D0266,central,23.4,False
sample_4,3704,D0267,central,53.0,False
sample_4,3704,D0268,central,18.3,False
sample_4,3704,D0269,suburban,32.4,False
sample_4,3704,D0270,remote,21.1,False
sample_4,3704,D0271,suburban,83.4,True
sample_4,3704,D0272,suburban,31.9,False
sample_4,3704,D0273,central,28.7,False
sample_4,3704,D0274,remote,14.2,False
sample_4,3704,D0275,central,23.0,False
sample_4,3704,D0276,suburban,17.8,False
sample_4,3704,D0277,suburban,52.2,False
sample_4,3704,D0278,suburban,32.9,False
sample_4,3704,D0279,suburban,30.1,False
sample_4,3704,D0280,suburban,50.0,False
sample_4,3704,D0281,central,33.2,False
sample_4,3704,D0282,suburban,23.3,False
sample_4,3704,D0283,suburban,27.8,False
sample_4,3704,D0284,suburban,23.7,False
sample_4,3704,D0285,central,38.9,False
sample_4,3704,D0286,suburban,55.0,False
sample_4,3704,D0287,suburban,44.2,False
sample_4,3704,D0288,suburban,35.3,False
sample_4,3704,D0289,suburban,77.0,True
sample_4,3704,D0290,remote,43.4,False
sample_4,3704,D0291,central,27.8,False
sample_4,3704,D0292,suburban,29.3,False
sample_4,3704,D0293,central,40.4,False
sample_4,3704,D0294,central,26.6,False
sample_4,3704,D0295,suburban,19.2,False
sample_4,3704,D0296,suburban,53.9,False
sample_4,3704,D0297,central,19.3,False
sample_4,3704,D0298,central,13.6,False
