sample_id,seed,part_id,machine,length_mm,deviation_from_target,within_spec
sample_2,1706,P0028,M1,49.826,-0.174,True
sample_2,1706,P0029,M1,50.283,0.283,True
sample_2,1706,P0030,M1,49.551,-0.449,True
sample_2,1706,P0031,M1,49.563,-0.437,True
sample_2,1706,P0032,M1,49.921,-0.079,True
sample_2,1706,P0033,M1,50.838,0.838,True
sample_2,1706,P0034,M1,50.568,0.568,True
sample_2,1706,P0035,M1,48.894,-1.106,True
sample_2,1706,P0036,M1,50.107,0.107,True
sample_2,1706,P0037,M1,50.696,0.696,True
sample_2,1706,P0038,M1,50.302,0.302,True
sample_2,1706,P0039,M1,49.495,-0.505,True
sample_2,1706,P0040,M1,49.933,-0.067,True
sample_2,1706,P0041,M1,49.924,-0.076,True
sample_2,1706,P0042,M1,49.835,-0.165,True
sample_2,1706,P0043,M1,49.94,-0.06,True
sample_2,1706,P0044,M1,49.613,-0.387,True
sample_2,1706,P0045,M1,50.263,0.263,True
sample_2,1706,P0046,M1,49.444,-0.556,True
sample_2,1706,P0047,M1,49.212,-0.788,True
sample_2,1706,P0048,M1,49.953,-0.047,True
sample_2,1706,P0049,M1,49.634,-0.366,True
sample_2,1706,P0050,M1,50.662,0.662,True
sample_2,1706,P0051,M1,50.088,0.088,True
sample_2,1706,P0052,M1,50.985,0.985,True
sample_2,1706,P0053,M1,50.245,0.245,True
sample_2,1706,P0054,M1,50.646,0.646,True
sample_2,1706,P0055,M1,51.433,1.433,True
sample_2,1706,P0056,M1,50.319,0.319,True
sample_2,1706,P0057,M1,50.376,0.376,True
sample_2,1706,P0058,M1,50.437,0.437,True
sample_2,1706,P0059,M1,49.604,-0.396,True
sample_2,1706,P0060,M1,50.673,0.673,True
sample_2,1706,P0061,M1,50.321,0.321,True
sample_2,1706,P0062,M1,49.742,-0.258,True
sample_2,1706,P0063,M1,49.923,-0.077,True
sample_2,1706,P0064,M1,50.204,0.204,True
sample_2,1706,P0065,M1,50.661,0.661,True
sample_2,1706,P0066,M1,49.94,-0.06,True
sample_2,1706,P0067,M1,49.612,-0.388,True
sample_2,1706,P0068,M1,49.174,-0.826,True
sample_2,1706,P0069,M1,49.767,-0.233,True
sample_2,1706,P0070,M1,49.64,-0.36,True
sample_2,1706,P0071,M1,49.92,-0.08,True
sample_2,1706,P0072,M1,50.117,0.117,True
sample_2,1706,P0073,M1,48.753,-1.247,True
sample_2,1706,P0074,M1,50.414,0.414,True
sample_2,1706,P0075,M1,50.279,0.279,True
sample_2,1706,P0076,M1,50.359,0.359,True
sample_2,1706,P0077,M1,50.201,0.201,True
sample_2,1706,P0078,M1,50.184,0.184,True
sample_2,1706,P0079,M1,50.049,0.049,True
sample_2,1706,P0080,M1,49.721,-0.279,True
sample_2,1706,P0081,M1,49.375,-0.625,True
sample_2,1706,P0082,M1,49.827,-0.173,True
sample_2,1706,P0083,M1,49.821,-0.179,True
sample_2,1706,P0084,M1,49.365,-0.635,True
sample_2,1706,P0085,M1,50.494,0.494,True
sample_2,1706,P0086,M1,49.582,-0.418,True
sample_2,1706,P0087,M1,48.913,-1.087,True
sample_2,1706,P0088,M1,49.867,-0.133,True
sample_2,1706,P0089,M1,49.089,-0.911,True
sample_2,1706,P0090,M1,49.374,-0.626,True
sample_2,1706,P0091,M1,50.561,0.561,True
sample_2,1706,P0092,M1,49.567,-0.433,True
sample_2,1706,P0093,M1,49.486,-0.514,True
sample_2,1706,P0094,M1,49.252,-0.748,True
sample_2,1706,P0095,M1,50.643,0.643,True
sample_2,1706,P0096,M1,50.093,0.093,True
sample_2,1706,P0097,M1,50.067,0.067,True
sample_2,1706,P0098,M1,49.667,-0.333,True
sample_2,1706,P0099,M1,50.249,0.249,True
sample_2,1706,P0100,M1,50.28,0.28,True
sample_2,1706,P0101,M1,50.339,0.339,True
sample_2,1706,P0102,M1,50.427,0.427,True
sample_2,1706,P0103,M1,50.486,0.486,True
sample_2,1706,P0104,M1,49.319,-0.681,True
sample_2,1706,P0105,M1,49.626,-0.374,True
sample_2,1706,P0106,M1,49.478,-0.522,True
sample_2,1706,P0107,M1,49.663,-0.337,True
sample_2,1706,P0108,M1,49.138,-0.862,True
sample_2,1706,P0109,M1,50.016,0.016,True
sample_2,1706,P0110,M1,51.259,1.259,True
sample_2,1706,P0111,M1,49.841,-0.159,True
sample_2,1706,P0112,M1,49.806,-0.194,True
sample_2,1706,P0113,M1,50.367,0.367,True
sample_2,1706,P0114,M1,50.785,0.785,True
sample_2,1706,P0115,M1,49.912,-0.088,True
sample_2,1706,P0116,M1,49.944,-0.056,True
sample_2,1706,P0117,M1,50.288,0.288,True
sample_2,1706,P0118,M1,49.423,-0.577,True
sample_2,1706,P0119,M1,50.514,0.514,True
sample_2,1706,P0120,M1,50.317,0.317,True
sample_2,1706,P0121,M1,50.67,0.67,True
sample_2,1706,P0122,M1,49.059,-0.941,True
sample_2,1706,P0123,M1,50.08,0.08,True
sample_2,1706,P0124,M1,50.708,0.708,True
sample_2,1706,P0125,M1,49.488,-0.512,True
sample_2,1706,P0126,M1,50.512,0.512,True
sample_2,1706,P0127,M1,49.686,-0.314,True
sample_2,1706,P0128,M1,50.81,0.81,True
sample_2,1706,P0129,M1,50.056,0.056,True
sample_2,1706,P0130,M1,50.294,0.294,True
sample_2,1706,P0131,M1,49.929,-0.071,True
sample_2,1706,P0132,M1,49.706,-0.294,True
sample_2,1706,P0133,M1,50.295,0.295,True
sample_2,1706,P0134,M1,50.615,0.615,True
sample_2,1706,P0135,M1,48.719,-1.281,True
sample_2,1706,P0136,M1,49.541,-0.459,True
sample_2,1706,P0137,M1,49.2,-0.8,True
sample_2,1706,P0138,M1,50.032,0.032,True
sample_2,1706,P0139,M1,49.437,-0.563,True
sample_2,1706,P0140,M1,49.305,-0.695,True
sample_2,1706,P0141,M1,49.844,-0.156,True
sample_2,1706,P0142,M1,49.327,-0.673,True
sample_2,1706,P0143,M1,50.126,0.126,True
sample_2,1706,P0144,M1,48.945,-1.055,True
sample_2,1706,P0145,M1,49.392,-0.608,True
sample_2,1706,P0146,M1,49.935,-0.065,True
sample_2,1706,P0147,M1,50.39,0.39,True
sample_2,1706,P0148,M1,50.615,0.615,True
sample_2,1706,P0149,M1,49.881,-0.119,True
sample_2,1706,P0150,M1,49.237,-0.763,True
sample_2,1706,P0151,M1,50.567,0.567,True
sample_2,1706,P0152,M1,50.632,0.632,True
sample_2,1706,P0153,M1,50.344,0.344,True
sample_2,1706,P0154,M1,48.937,-1.063,True
sample_2,1706,P0155,M1,51.034,1.034,True
sample_2,1706,P0156,M1,50.275,0.275,True
sample_2,1706,P0157,M1,48.673,-1.327,True
sample_2,1706,P0158,M1,49.321,-0.679,True
sample_2,1706,P0159,M1,49.537,-0.463,True
sample_2,1706,P0160,M1,50.247,0.247,True
sample_2,1706,P0161,M1,50.596,0.596,True
sample_2,1706,P0162,M1,50.12,0.12,True
sample_2,1706,P0163,M1,49.518,-0.482,True
sample_2,1706,P0164,M1,50.156,0.156,True
sample_2,1706,P0165,M1,48.742,-1.258,True
sample_2,1706,P0166,M1,50.159,0.159,True
sample_2,1706,P0167,M1,49.824,-0.176,True
sample_2,1706,P0168,M1,50.446,0.446,True
sample_2,1706,P0169,M1,50.888,0.888,True
sample_2,1706,P0170,M1,50.267,0.267,True
sample_2,1706,P0171,M1,49.333,-0.667,True
sample_2,1706,P0172,M1,50.84,0.84,True
sample_2,1706,P0173,M1,50.169,0.169,True
sample_2,1706,P0174,M1,49.327,-0.673,True
sample_2,1706,P0175,M1,50.498,0.498,True
sample_2,1706,P0176,M1,49.301,-0.699,True
sample_2,1706,P0177,M1,49.709,-0.291,True
sample_2,1706,P0178,M1,49.505,-0.495,True
sample_2,1706,P0179,M1,49.849,-0.151,True
sample_2,1706,P0180,M1,49.668,-0.332,True
sample_2,1706,P0181,M2,50.431,0.431,True
sample_2,1706,P0182,M2,51.502,1.502,False
sample_2,1706,P0183,M2,48.891,-1.109,True
sample_2,1706,P0184,M2,51.292,1.292,True
sample_2,1706,P0185,M2,51.548,1.548,False
sample_2,1706,P0186,M2,50.119,0.119,True
sample_2,1706,P0187,M2,50.745,0.745,True
sample_2,1706,P0188,M2,50.601,0.601,True
sample_2,1706,P0189,M2,49.907,-0.093,True
sample_2,1706,P0190,M2,49.941,-0.059,True
sample_2,1706,P0191,M2,50.397,0.397,True
sample_2,1706,P0192,M2,50.204,0.204,True
sample_2,1706,P0193,M2,51.306,1.306,True
sample_2,1706,P0194,M2,49.159,-0.841,True
sample_2,1706,P0195,M2,50.447,0.447,True
sample_2,1706,P0196,M2,50.463,0.463,True
sample_2,1706,P0197,M2,51.389,1.389,True
sample_2,1706,P0198,M2,51.456,1.456,True
sample_2,1706,P0199,M2,48.835,-1.165,True
sample_2,1706,P0200,M2,51.44,1.44,True
sample_2,1706,P0201,M2,49.513,-0.487,True
sample_2,1706,P0202,M2,50.17,0.17,True
sample_2,1706,P0203,M2,49.856,-0.144,True
sample_2,1706,P0204,M2,50.512,0.512,True
sample_2,1706,P0205,M2,50.745,0.745,True
sample_2,1706,P0206,M2,50.479,0.479,True
sample_2,1706,P0207,M2,50.318,0.318,True
sample_2,1706,P0208,M2,51.206,1.206,True
sample_2,1706,P0209,M2,50.79,0.79,True
sample_2,1706,P0210,M2,50.651,0.651,True
sample_2,1706,P0211,M2,50.504,0.504,True
sample_2,1706,P0212,M2,49.788,-0.212,True
sample_2,1706,P0213,M2,51.326,1.326,True
sample_2,1706,P0214,M2,51.367,1.367,True
sample_2,1706,P0215,M2,49.661,-0.339,True
sample_2,1706,P0216,M2,50.418,0.418,True
sample_2,1706,P0217,M2,49.622,-0.378,True
sample_2,1706,P0218,M2,51.939,1.939,False
sample_2,1706,P0219,M2,49.91,-0.09,True
sample_2,1706,P0220,M2,50.387,0.387,True
sample_2,1706,P0221,M2,50.213,0.213,True
sample_2,1706,P0222,M2,48.078,-1.922,False
sample_2,1706,P0223,M2,50.75,0.75,True
sample_2,1706,P0224,M2,50.954,0.954,True
sample_2,1706,P0225,M2,49.674,-0.326,True
sample_2,1706,P0226,M2,49.682,-0.318,True
sample_2,1706,P0227,M2,49.157,-0.843,True
sample_2,1706,P0228,M2,50.498,0.498,True
sample_2,1706,P0229,M2,50.672,0.672,True
sample_2,1706,P0230,M2,50.766,0.766,True
sample_2,1706,P0231,M2,49.778,-0.222,True
sample_2,1706,P0232,M2,49.914,-0.086,True
sample_2,1706,P0233,M2,51.225,1.225,True
sample_2,1706,P0234,M2,49.667,-0.333,True
sample_2,1706,P0235,M2,50.178,0.178,True
sample_2,1706,P0236,M2,52.022,2.022,False
sample_2,1706,P0237,M2,50.402,0.402,True
sample_2,1706,P0238,M2,51.749,1.749,False
sample_2,1706,P0239,M2,50.114,0.114,True
sample_2,1706,P0240,M2,49.863,-0.137,True
sample_2,1706,P0241,M2,50.333,0.333,True
sample_2,1706,P0242,M2,50.957,0.957,True
sample_2,1706,P0243,M2,50.482,0.482,True
sample_2,1706,P0244,M2,51.011,1.011,True
sample_2,1706,P0245,M2,49.807,-0.193,True
sample_2,1706,P0246,M2,49.624,-0.376,True
sample_2,1706,P0247,M2,50.051,0.051,True
sample_2,1706,P0248,M2,49.897,-0.103,True
sample_2,1706,P0249,M2,49.432,-0.568,True
sample_2,1706,P0250,M2,50.691,0.691,True
sample_2,1706,P0251,M2,51.016,1.016,True
sample_2,1706,P0252,M2,49.635,-0.365,True
sample_2,1706,P0253,M2,49.586,-0.414,True
sample_2,1706,P0254,M2,50.135,0.135,True
sample_2,1706,P0255,M2,50.215,0.215,True
sample_2,1706,P0256,M2,50.714,0.714,True
sample_2,1706,P0257,M2,50.578,0.578,True
sample_2,1706,P0258,M2,49.291,-0.709,True
sample_2,1706,P0259,M2,51.552,1.552,False
sample_2,1706,P0260,M2,52.07,2.07,False
sample_2,1706,P0261,M2,50.615,0.615,True
sample_2,1706,P0262,M2,51.366,1.366,True
sample_2,1706,P0263,M2,50.876,0.876,True
sample_2,1706,P0264,M2,50.084,0.084,True
sample_2,1706,P0265,M2,50.076,0.076,True
sample_2,1706,P0266,M2,49.562,-0.438,True
sample_2,1706,P0267,M2,50.763,0.763,True
sample_2,1706,P0268,M2,50.148,0.148,True
sample_2,1706,P0269,M2,49.508,-0.492,True
sample_2,1706,P0270,M2,49.42,-0.58,True
sample_2,1706,P0271,M2,51.03,1.03,True
sample_2,1706,P0272,M2,50.244,0.244,True
sample_2,1706,P0273,M2,49.925,-0.075,True
sample_2,1706,P0274,M2,50.604,0.604,True
sample_2,1706,P0275,M2,51.329,1.329,True
sample_2,1706,P0276,M2,51.207,1.207,True
sample_2,1706,P0277,M2,49.482,-0.518,True
sample_2,1706,P0278,M2,50.286,0.286,True
sample_2,1706,P0279,M2,50.57,0.57,True
sample_2,1706,P0280,M2,49.093,-0.907,True
sample_2,1706,P0281,M2,50.162,0.162,True
sample_2,1706,P0282,M2,52.123,2.123,False
sample_2,1706,P0283,M2,49.525,-0.475,True
sample_2,1706,P0284,M2,48.884,-1.116,True
sample_2,1706,P0285,M2,50.527,0.527,True
sample_2,1706,P0286,M2,50.847,0.847,True
sample_2,1706,P0287,M2,50.196,0.196,True
sample_2,1706,P0288,M2,50.146,0.146,True
sample_2,1706,P0289,M2,49.411,-0.589,True
sample_2,1706,P0290,M2,50.344,0.344,True
sample_2,1706,P0291,M2,49.688,-0.312,True
sample_2,1706,P0292,M2,49.7,-0.3,True
sample_2,1706,P0293,M2,50.168,0.168,True
sample_2,1706,P0294,M2,50.005,0.005,True
sample_2,1706,P0295,M2,51.206,1.206,True
sample_2,1706,P0296,M2,49.463,-0.537,True
sample_2,1706,P0297,M2,51.74,1.74,False
sample_2,1706,P0298,M2,50.547,0.547,True
sample_2,1706,P0299,M2,49.706,-0.294,True
sample_2,1706,P0300,M2,50.684,0.684,True
sample_2,1706,P0301,M2,49.596,-0.404,True
sample_2,1706,P0302,M2,49.244,-0.756,True
sample_2,1706,P0303,M2,49.111,-0.889,True
sample_2,1706,P0304,M2,50.637,0.637,True
sample_2,1706,P0305,M2,50.262,0.262,True
sample_2,1706,P0306,M2,51.311,1.311,True
sample_2,1706,P0307,M2,51.728,1.728,False
sample_2,1706,P0308,M2,50.49,0.49,True
sample_2,1706,P0309,M2,48.492,-1.508,False
sample_2,1706,P0310,M2,50.158,0.158,True
sample_2,1706,P0311,M2,50.435,0.435,True
sample_2,1706,P0312,M2,50.404,0.404,True
sample_2,1706,P0313,M2,51.081,1.081,True
sample_2,1706,P0314,M2,50.995,0.995,True
sample_2,1706,P0315,M2,50.389,0.389,True
sample_2,1706,P0316,M2,50.055,0.055,True
sample_2,1706,P0317,M2,49.246,-0.754,True
sample_2,1706,P0318,M2,51.276,1.276,True
sample_2,1706,P0319,M2,51.312,1.312,True
sample_2,1706,P0320,M2,50.048,0.048,True
sample_2,1706,P0321,M2,51.668,1.668,False
sample_2,1706,P0322,M2,50.625,0.625,True
sample_2,1706,P0323,M2,50.066,0.066,True
sample_2,1706,P0324,M2,49.278,-0.722,True
sample_2,1706,P0325,M2,50.662,0.662,True
sample_2,1706,P0326,M2,50.443,0.443,True
sample_2,1706,P0327,M2,50.787,0.787,True
sample_2,1706,P0328,M2,50.32,0.32,True
sample_2,1706,P0329,M2,51.524,1.524,False
sample_2,1706,P0330,M2,49.658,-0.342,True
sample_2,1706,P0331,M2,49.467,-0.533,True
sample_2,1706,P0332,M2,50.401,0.401,True
sample_2,1706,P0333,M2,50.004,0.004,True
sample_2,1706,P0334,M2,49.352,-0.648,True
sample_2,1706,P0335,M2,49.888,-0.112,True
sample_2,1706,P0336,M2,50.832,0.832,True
sample_2,1706,P0337,M2,49.272,-0.728,True
sample_2,1706,P0338,M2,50.411,0.411,True
sample_2,1706,P0339,M2,49.817,-0.183,True
sample_2,1706,P0340,M2,52.047,2.047,False
sample_2,1706,P0341,M2,50.363,0.363,True
sample_2,1706,P0342,M2,49.5,-0.5,True
sample_2,1706,P0343,M2,50.41,0.41,True
sample_2,1706,P0344,M2,50.726,0.726,True
sample_2,1706,P0345,M2,49.076,-0.924,True
sample_2,1706,P0346,M2,50.406,0.406,True
sample_2,1706,P0347,M2,50.907,0.907,True
sample_2,1706,P0348,M2,49.639,-0.361,True
sample_2,1706,P0349,M2,48.213,-1.787,False
sample_2,1706,P0350,M2,50.402,0.402,True
sample_2,1706,P0351,M2,50.695,0.695,True
sample_2,1706,P0352,M2,49.91,-0.09,True
sample_2,1706,P0353,M2,51.714,1.714,False
sample_2,1706,P0354,M2,49.333,-0.667,True
sample_2,1706,P0355,M2,50.545,0.545,True
sample_2,1706,P0356,M2,49.621,-0.379,True
sample_2,1706,P0357,M2,50.604,0.604,True
sample_2,1706,P0358,M2,50.411,0.411,True
sample_2,1706,P0359,M2,49.437,-0.563,True
sample_2,1706,P0360,M2,49.83,-0.17,True
sample_2,1706,P0361,M3,49.722,-0.278,True
sample_2,1706,P0362,M3,50.626,0.626,True
sample_2,1706,P0363,M3,51.035,1.035,True
sample_2,1706,P0364,M3,49.756,-0.244,True
sample_2,1706,P0365,M3,49.185,-0.815,True
sample_2,1706,P0366,M3,49.576,-0.424,True
sample_2,1706,P0367,M3,49.511,-0.489,True
sample_2,1706,P0368,M3,49.902,-0.098,True
sample_2,1706,P0369,M3,50.561,0.561,True
sample_2,1706,P0370,M3,49.225,-0.775,True
sample_2,1706,P0371,M3,51.076,1.076,True
sample_2,1706,P0372,M3,49.48,-0.52,True
sample_2,1706,P0373,M3,48.828,-1.172,True
sample_2,1706,P0374,M3,50.076,0.076,True
sample_2,1706,P0375,M3,49.702,-0.298,True
sample_2,1706,P0376,M3,49.625,-0.375,True
sample_2,1706,P0377,M3,49.759,-0.241,True
sample_2,1706,P0378,M3,50.374,0.374,True
sample_2,1706,P0379,M3,49.851,-0.149,True
sample_2,1706,P0380,M3,48.938,-1.062,True
sample_2,1706,P0381,M3,49.882,-0.118,True
sample_2,1706,P0382,M3,49.409,-0.591,True
sample_2,1706,P0383,M3,49.591,-0.409,True
sample_2,1706,P0384,M3,49.428,-0.572,True
sample_2,1706,P0385,M3,51.145,1.145,True
sample_2,1706,P0386,M3,50.115,0.115,True
sample_2,1706,P0387,M3,50.872,0.872,True
sample_2,1706,P0388,M3,49.365,-0.635,True
sample_2,1706,P0389,M3,50.74,0.74,True
sample_2,1706,P0390,M3,49.942,-0.058,True
sample_2,1706,P0391,M3,49.352,-0.648,True
sample_2,1706,P0392,M3,49.281,-0.719,True
sample_2,1706,P0393,M3,48.661,-1.339,True
sample_2,1706,P0394,M3,49.623,-0.377,True
sample_2,1706,P0395,M3,50.156,0.156,True
sample_2,1706,P0396,M3,48.887,-1.113,True
sample_2,1706,P0397,M3,50.327,0.327,True
sample_2,1706,P0398,M3,48.699,-1.301,True
sample_2,1706,P0399,M3,49.475,-0.525,True
sample_2,1706,P0400,M3,50.396,0.396,True
sample_2,1706,P0401,M3,48.903,-1.097,True
sample_2,1706,P0402,M3,49.247,-0.753,True
sample_2,1706,P0403,M3,49.292,-0.708,True
sample_2,1706,P0404,M3,50.559,0.559,True
sample_2,1706,P0405,M3,50.752,0.752,True
sample_2,1706,P0406,M3,50.452,0.452,True
sample_2,1706,P0407,M3,48.985,-1.015,True
sample_2,1706,P0408,M3,49.882,-0.118,True
sample_2,1706,P0409,M3,49.086,-0.914,True
sample_2,1706,P0410,M3,48.661,-1.339,True
sample_2,1706,P0411,M3,49.27,-0.73,True
sample_2,1706,P0412,M3,49.798,-0.202,True
sample_2,1706,P0413,M3,51.258,1.258,True
sample_2,1706,P0414,M3,49.296,-0.704,True
sample_2,1706,P0415,M3,50.768,0.768,True
sample_2,1706,P0416,M3,49.599,-0.401,True
sample_2,1706,P0417,M3,50.637,0.637,True
sample_2,1706,P0418,M3,50.622,0.622,True
sample_2,1706,P0419,M3,50.121,0.121,True
sample_2,1706,P0420,M3,50.587,0.587,True
sample_2,1706,P0421,M3,49.182,-0.818,True
sample_2,1706,P0422,M3,50.237,0.237,True
sample_2,1706,P0423,M3,50.437,0.437,True
sample_2,1706,P0424,M3,48.914,-1.086,True
sample_2,1706,P0425,M3,49.54,-0.46,True
sample_2,1706,P0426,M3,51.063,1.063,True
sample_2,1706,P0427,M3,50.419,0.419,True
sample_2,1706,P0428,M3,49.332,-0.668,True
sample_2,1706,P0429,M3,50.238,0.238,True
sample_2,1706,P0430,M3,49.389,-0.611,True
sample_2,1706,P0431,M3,48.887,-1.113,True
sample_2,1706,P0432,M3,49.793,-0.207,True
sample_2,1706,P0433,M3,50.13,0.13,True
sample_2,1706,P0434,M3,49.264,-0.736,True
sample_2,1706,P0435,M3,49.304,-0.696,True
sample_2,1706,P0436,M3,49.312,-0.688,True
sample_2,1706,P0437,M3,49.101,-0.899,True
sample_2,1706,P0438,M3,49.027,-0.973,True
sample_2,1706,P0439,M3,49.226,-0.774,True
sample_2,1706,P0440,M3,49.547,-0.453,True
sample_2,1706,P0441,M3,50.572,0.572,True
sample_2,1706,P0442,M3,50.11,0.11,True
sample_2,1706,P0443,M3,48.743,-1.257,True
sample_2,1706,P0444,M3,48.415,-1.585,False
sample_2,1706,P0445,M3,49.897,-0.103,True
sample_2,1706,P0446,M3,50.098,0.098,True
sample_2,1706,P0447,M3,49.917,-0.083,True
sample_2,1706,P0448,M3,50.421,0.421,True
sample_2,1706,P0449,M3,49.232,-0.768,True
sample_2,1706,P0450,M3,49.616,-0.384,True
sample_2,1706,P0451,M3,49.325,-0.675,True
sample_2,1706,P0452,M3,48.875,-1.125,True
sample_2,1706,P0453,M3,50.184,0.184,True
sample_2,1706,P0454,M3,48.771,-1.229,True
sample_2,1706,P0455,M3,49.646,-0.354,True
sample_2,1706,P0456,M3,49.653,-0.347,True
sample_2,1706,P0457,M3,48.651,-1.349,True
sample_2,1706,P0458,M3,49.591,-0.409,True
sample_2,1706,P0459,M3,50.842,0.842,True
sample_2,1706,P0460,M3,49.032,-0.968,True
sample_2,1706,P0461,M3,49.936,-0.064,True
sample_2,1706,P0462,M3,50.225,0.225,True
sample_2,1706,P0463,M3,49.021,-0.979,True
sample_2,1706,P0464,M3,49.775,-0.225,True
sample_2,1706,P0465,M3,49.849,-0.151,True
sample_2,1706,P0466,M3,50.314,0.314,True
sample_2,1706,P0467,M3,50.301,0.301,True
sample_2,1706,P0468,M3,49.987,-0.013,True
sample_2,1706,P0469,M3,48.15,-1.85,False
sample_2,1706,P0470,M3,48.941,-1.059,True
sample_2,1706,P0471,M3,48.282,-1.718,False
sample_2,1706,P0472,M3,48.863,-1.137,True
sample_2,1706,P0473,M3,50.027,0.027,True
sample_2,1706,P0474,M3,49.474,-0.526,True
sample_2,1706,P0475,M3,50.039,0.039,True
sample_2,1706,P0476,M3,49.399,-0.601,True
sample_2,1706,P0477,M3,51.146,1.146,True
sample_2,1706,P0478,M3,50.453,0.453,True
sample_2,1706,P0479,M3,50.75,0.75,True
sample_2,1706,P0480,M3,49.51,-0.49,True
sample_2,1706,P0481,M3,48.025,-1.975,False
sample_2,1706,P0482,M3,48.976,-1.024,True
sample_2,1706,P0483,M3,49.408,-0.592,True
sample_2,1706,P0484,M3,49.359,-0.641,True
sample_2,1706,P0485,M3,49.71,-0.29,True
sample_2,1706,P0486,M3,49.786,-0.214,True
sample_2,1706,P0487,M3,50.252,0.252,True
sample_2,1706,P0488,M3,49.872,-0.128,True
sample_2,1706,P0489,M3,49.404,-0.596,True
sample_2,1706,P0490,M3,50.383,0.383,True
sample_2,1706,P0491,M3,49.97,-0.03,True
sample_2,1706,P0492,M3,50.734,0.734,True
sample_2,1706,P0493,M3,49.892,-0.108,True
sample_2,1706,P0494,M3,49.674,-0.326,True
sample_2,1706,P0495,M3,50.5,0.5,True
sample_2,1706,P0496,M3,49.321,-0.679,True
sample_2,1706,P0497,M3,50.558,0.558,True
sample_2,1706,P0498,M3,49.222,-0.778,True
sample_2,1706,P0499,M3,49.139,-0.861,True
sample_2,1706,P0500,M3,50.762,0.762,True
sample_2,1706,P0501,M3,49.576,-0.424,True
sample_2,1706,P0502,M3,50.102,0.102,True
sample_2,1706,P0503,M3,49.861,-0.139,True
sample_2,1706,P0504,M3,49.274,-0.726,True
sample_2,1706,P0505,M3,49.131,-0.869,True
sample_2,1706,P0506,M3,49.981,-0.019,True
sample_2,1706,P0507,M3,49.424,-0.576,True
sample_2,1706,P0508,M3,48.613,-1.387,True
sample_2,1706,P0509,M3,49.666,-0.334,True
sample_2,1706,P0510,M3,49.534,-0.466,True
sample_2,1706,P0511,M3,50.432,0.432,True
sample_2,1706,P0512,M3,49.088,-0.912,True
sample_2,1706,P0513,M3,49.683,-0.317,True
sample_2,1706,P0514,M3,49.958,-0.042,True
sample_2,1706,P0515,M3,49.432,-0.568,True
sample_2,1706,P0516,M3,49.322,-0.678,True
sample_2,1706,P0517,M3,49.574,-0.426,True
sample_2,1706,P0518,M3,49.957,-0.043,True
sample_2,1706,P0519,M3,48.934,-1.066,True
sample_2,1706,P0520,M3,50.654,0.654,True
sample_2,1706,P0521,M3,48.803,-1.197,True
sample_2,1706,P0522,M3,50.176,0.176,True
sample_2,1706,P0523,M3,49.167,-0.833,True
sample_2,1706,P0524,M3,48.516,-1.484,True
sample_2,1706,P0525,M3,49.434,-0.566,True
sample_2,1706,P0526,M3,49.873,-0.127,True
sample_2,1706,P0527,M3,47.932,-2.068,False
sample_2,1706,P0528,M3,49.794,-0.206,True
sample_2,1706,P0529,M3,49.729,-0.271,True
sample_2,1706,P0530,M3,49.522,-0.478,True
sample_2,1706,P0531,M3,49.356,-0.644,True
sample_2,1706,P0532,M3,49.876,-0.124,True
sample_2,1706,P0533,M3,49.328,-0.672,True
sample_2,1706,P0534,M3,49.774,-0.226,True
sample_2,1706,P0535,M3,49.421,-0.579,True
sample_2,1706,P0536,M3,49.416,-0.584,True
sample_2,1706,P0537,M3,49.176,-0.824,True
sample_2,1706,P0538,M3,50.467,0.467,True
sample_2,1706,P0539,M3,49.46,-0.54,True
sample_2,1706,P0540,M3,51.399,1.399,True
sample_3,2706,P0001,M1,49.574,-0.426,True
sample_3,2706,P0002,M1,50.245,0.245,True
sample_3,2706,P0003,M1,49.865,-0.135,True
sample_3,2706,P0004,M1,50.216,0.216,True
sample_3,2706,P0005,M1,50.658,0.658,True
sample_3,2706,P0006,M1,51.14,1.14,True
sample_3,2706,P0007,M1,49.687,-0.313,True
sample_3,2706,P0008,M1,50.154,0.154,True
sample_3,2706,P0009,M1,49.963,-0.037,True
sample_3,2706,P0010,M1,50.423,0.423,True
sample_3,2706,P0011,M1,49.501,-0.499,True
sample_3,2706,P0012,M1,49.696,-0.304,True
sample_3,2706,P0013,M1,49.83,-0.17,True
sample_3,2706,P0014,M1,50.741,0.741,True
sample_3,2706,P0015,M1,49.403,-0.597,True
sample_3,2706,P0016,M1,49.615,-0.385,True
sample_3,2706,P0017,M1,50.934,0.934,True
sample_3,2706,P0018,M1,50.792,0.792,True
sample_3,2706,P0019,M1,49.669,-0.331,True
sample_3,2706,P0020,M1,50.431,0.431,True
sample_3,2706,P0021,M1,49.64,-0.36,True
sample_3,2706,P0022,M1,50.995,0.995,True
sample_3,2706,P0023,M1,50.196,0.196,True
sample_3,2706,P0024,M1,49.909,-0.091,True
sample_3,2706,P0025,M1,50.568,0.568,True
sample_3,2706,P0026,M1,50.1,0.1,True
sample_3,2706,P0027,M1,50.148,0.148,True
sample_3,2706,P0028,M1,49.679,-0.321,True
sample_3,2706,P0029,M1,49.975,-0.025,True
sample_3,2706,P0030,M1,50.059,0.059,True
sample_3,2706,P0031,M1,49.878,-0.122,True
sample_3,2706,P0032,M1,49.388,-0.612,True
sample_3,2706,P0033,M1,50.022,0.022,True
sample_3,2706,P0034,M1,49.543,-0.457,True
