sample_id,seed,customer_id,age_group,channel,satisfaction,renewed
sample_2,1705,C0018,41-60,mobile_app,3,True
sample_2,1705,C0019,26-40,mobile_app,3,True
sample_2,1705,C0020,41-60,mobile_app,3,True
sample_2,1705,C0021,26-40,website,3,False
sample_2,1705,C0022,41-60,mobile_app,3,True
sample_2,1705,C0023,41-60,website,3,True
sample_2,1705,C0024,41-60,website,4,True
sample_2,1705,C0025,41-60,phone,3,True
sample_2,1705,C0026,26-40,phone,4,False
sample_2,1705,C0027,60+,phone,3,False
sample_2,1705,C0028,26-40,website,5,True
sample_2,1705,C0029,26-40,mobile_app,4,True
sample_2,1705,C0030,26-40,mobile_app,5,True
sample_2,1705,C0031,60+,mobile_app,3,False
sample_2,1705,C0032,60+,website,3,False
sample_2,1705,C0033,26-40,website,3,False
sample_2,1705,C0034,41-60,website,3,False
sample_2,1705,C0035,41-60,mobile_app,3,True
sample_2,1705,C0036,26-40,phone,5,True
sample_2,1705,C0037,60+,website,3,True
sample_2,1705,C0038,41-60,mobile_app,4,True
sample_2,1705,C0039,18-25,website,4,True
sample_2,1705,C0040,41-60,mobile_app,3,True
sample_2,1705,C0041,60+,website,2,False
sample_2,1705,C0042,18-25,mobile_app,5,True
sample_2,1705,C0043,18-25,phone,4,True
sample_2,1705,C0044,26-40,phone,4,True
sample_2,1705,C0045,41-60,mobile_app,5,True
sample_2,1705,C0046,26-40,website,5,True
sample_2,1705,C0047,26-40,mobile_app,4,True
sample_2,1705,C0048,41-60,mobile_app,3,True
sample_2,1705,C0049,41-60,mobile_app,2,True
sample_2,1705,C0050,18-25,phone,2,False
sample_2,1705,C0051,26-40,website,3,False
sample_2,1705,C0052,26-40,website,5,True
sample_2,1705,C0053,41-60,mobile_app,4,True
sample_2,1705,C0054,26-40,phone,2,True
sample_2,1705,C0055,41-60,phone,2,False
sample_2,1705,C0056,26-40,website,4,True
sample_2,1705,C0057,41-60,website,2,True
sample_2,1705,C0058,26-40,mobile_app,4,True
sample_2,1705,C0059,26-40,website,2,False
sample_2,1705,C0060,41-60,phone,5,True
sample_2,1705,C0061,18-25,mobile_app,4,True
sample_2,1705,C0062,41-60,website,3,True
sample_2,1705,C0063,26-40,mobile_app,3,True
sample_2,1705,C0064,18-25,website,4,True
sample_2,1705,C0065,26-40,website,2,True
sample_2,1705,C0066,26-40,phone,4,True
sample_2,1705,C0067,18-25,phone,2,False
sample_2,1705,C0068,41-60,mobile_app,4,True
sample_2,1705,C0069,60+,mobile_app,3,True
sample_2,1705,C0070,41-60,website,4,True
sample_2,1705,C0071,41-60,website,3,False
sample_2,1705,C0072,18-25,website,3,True
sample_2,1705,C0073,41-60,website,3,True
sample_2,1705,C0074,26-40,phone,3,False
sample_2,1705,C0075,26-40,website,3,True
sample_2,1705,C0076,41-60,website,4,True
sample_2,1705,C0077,41-60,mobile_app,5,True
sample_2,1705,C0078,41-60,website,3,False
sample_2,1705,C0079,26-40,mobile_app,5,True
sample_2,1705,C0080,41-60,website,4,True
sample_2,1705,C0081,60+,website,3,False
sample_2,1705,C0082,26-40,website,2,False
sample_2,1705,C0083,41-60,mobile_app,4,True
sample_2,1705,C0084,26-40,mobile_app,4,True
sample_2,1705,C0085,41-60,phone,4,True
sample_2,1705,C0086,41-60,website,4,True
sample_2,1705,C0087,41-60,website,4,True
sample_2,1705,C0088,26-40,website,4,True
sample_2,1705,C0089,26-40,phone,3,True
sample_2,1705,C0090,26-40,mobile_app,2,False
sample_2,1705,C0091,26-40,website,3,False
sample_2,1705,C0092,18-25,mobile_app,5,True
sample_2,1705,C0093,26-40,mobile_app,5,True
sample_2,1705,C0094,41-60,website,4,False
sample_2,1705,C0095,60+,website,4,True
sample_2,1705,C0096,41-60,website,3,True
sample_2,1705,C0097,41-60,mobile_app,4,True
sample_2,1705,C0098,41-60,website,4,True
sample_2,1705,C0099,41-60,website,3,False
sample_2,1705,C0100,26-40,website,3,True
sample_2,1705,C0101,26-40,mobile_app,4,True
sample_2,1705,C0102,26-40,website,3,True
sample_2,1705,C0103,18-25,website,4,False
sample_2,1705,C0104,18-25,website,4,True
sample_2,1705,C0105,18-25,website,4,True
sample_2,1705,C0106,18-25,website,5,True
sample_2,1705,C0107,60+,mobile_app,5,True
sample_2,1705,C0108,18-25,mobile_app,4,True
sample_2,1705,C0109,60+,website,5,True
sample_2,1705,C0110,41-60,website,3,True
sample_2,1705,C0111,18-25,website,5,True
sample_2,1705,C0112,41-60,website,3,True
sample_2,1705,C0113,41-60,mobile_app,3,False
sample_2,1705,C0114,41-60,mobile_app,4,True
sample_2,1705,C0115,41-60,website,3,True
sample_2,1705,C0116,26-40,phone,2,True
sample_2,1705,C0117,18-25,website,5,True
sample_2,1705,C0118,41-60,website,3,True
sample_2,1705,C0119,26-40,phone,2,True
sample_2,1705,C0120,60+,mobile_app,4,True
sample_2,1705,C0121,18-25,website,4,True
sample_2,1705,C0122,41-60,mobile_app,5,True
sample_2,1705,C0123,60+,website,3,True
sample_2,1705,C0124,18-25,website,3,True
sample_2,1705,C0125,26-40,website,5,True
sample_2,1705,C0126,18-25,website,4,True
sample_2,1705,C0127,26-40,mobile_app,4,True
sample_2,1705,C0128,26-40,phone,3,True
sample_2,1705,C0129,18-25,mobile_app,5,True
sample_2,1705,C0130,26-40,mobile_app,5,True
sample_2,1705,C0131,41-60,website,3,True
sample_2,1705,C0132,41-60,mobile_app,4,True
sample_2,1705,C0133,26-40,website,3,True
sample_2,1705,C0134,26-40,website,4,True
sample_2,1705,C0135,18-25,website,2,False
sample_2,1705,C0136,41-60,mobile_app,4,True
sample_2,1705,C0137,26-40,mobile_app,3,False
sample_2,1705,C0138,26-40,mobile_app,5,True
sample_2,1705,C0139,26-40,phone,4,True
sample_2,1705,C0140,26-40,website,3,False
sample_2,1705,C0141,26-40,website,2,True
sample_2,1705,C0142,18-25,mobile_app,4,True
sample_2,1705,C0143,41-60,website,4,True
sample_2,1705,C0144,26-40,mobile_app,5,True
sample_2,1705,C0145,18-25,mobile_app,3,True
sample_2,1705,C0146,26-40,phone,3,True
sample_2,1705,C0147,18-25,website,4,True
sample_2,1705,C0148,26-40,website,3,True
sample_2,1705,C0149,18-25,website,4,True
sample_2,1705,C0150,60+,website,3,False
sample_2,1705,C0151,60+,phone,4,False
sample_2,1705,C0152,18-25,mobile_app,2,False
sample_2,1705,C0153,41-60,website,4,True
sample_2,1705,C0154,41-60,mobile_app,4,True
sample_2,1705,C0155,41-60,mobile_app,4,True
sample_2,1705,C0156,26-40,website,3,True
sample_2,1705,C0157,60+,mobile_app,3,True
sample_2,1705,C0158,41-60,website,4,True
sample_2,1705,C0159,60+,website,3,True
sample_2,1705,C0160,18-25,phone,3,False
sample_2,1705,C0161,26-40,website,4,True
sample_2,1705,C0162,26-40,phone,4,False
sample_2,1705,C0163,26-40,phone,3,True
sample_2,1705,C0164,18-25,mobile_app,4,True
sample_2,1705,C0165,60+,phone,2,False
sample_2,1705,C0166,18-25,mobile_app,3,True
sample_2,1705,C0167,60+,mobile_app,3,False
sample_2,1705,C0168,26-40,website,3,False
sample_2,1705,C0169,26-40,mobile_app,5,True
sample_2,1705,C0170,26-40,website,3,True
sample_2,1705,C0171,41-60,mobile_app,5,True
sample_2,1705,C0172,26-40,website,4,True
sample_2,1705,C0173,41-60,website,4,True
sample_2,1705,C0174,18-25,mobile_app,5,True
sample_2,1705,C0175,26-40,mobile_app,5,True
sample_2,1705,C0176,26-40,phone,4,False
sample_2,1705,C0177,26-40,mobile_app,3,True
sample_2,1705,C0178,26-40,phone,3,False
sample_2,1705,C0179,26-40,website,4,True
sample_2,1705,C0180,18-25,website,4,True
sample_2,1705,C0181,18-25,website,5,True
sample_2,1705,C0182,18-25,mobile_app,5,True
sample_2,1705,C0183,26-40,mobile_app,5,True
sample_2,1705,C0184,60+,website,3,False
sample_2,1705,C0185,18-25,website,4,True
sample_2,1705,C0186,26-40,website,3,False
sample_2,1705,C0187,26-40,mobile_app,4,True
sample_2,1705,C0188,18-25,website,3,True
sample_2,1705,C0189,26-40,website,4,True
sample_2,1705,C0190,18-25,phone,3,True
sample_2,1705,C0191,18-25,website,3,False
sample_2,1705,C0192,41-60,mobile_app,5,True
sample_2,1705,C0193,26-40,mobile_app,3,True
sample_2,1705,C0194,18-25,website,3,True
sample_2,1705,C0195,41-60,website,3,True
sample_2,1705,C0196,26-40,website,3,True
sample_2,1705,C0197,26-40,mobile_app,5,True
sample_2,1705,C0198,60+,phone,4,True
sample_2,1705,C0199,18-25,mobile_app,3,True
sample_2,1705,C0200,18-25,mobile_app,3,True
sample_2,1705,C0201,41-60,website,3,True
sample_2,1705,C0202,26-40,mobile_app,4,True
sample_2,1705,C0203,41-60,website,2,True
sample_2,1705,C0204,26-40,website,5,True
sample_2,1705,C0205,26-40,mobile_app,4,False
sample_2,1705,C0206,60+,mobile_app,4,True
sample_2,1705,C0207,18-25,mobile_app,4,True
sample_2,1705,C0208,41-60,website,2,True
sample_2,1705,C0209,41-60,website,5,True
sample_2,1705,C0210,26-40,mobile_app,5,True
sample_2,1705,C0211,18-25,mobile_app,4,True
sample_2,1705,C0212,60+,phone,4,True
sample_2,1705,C0213,41-60,mobile_app,3,True
sample_2,1705,C0214,26-40,website,5,True
sample_2,1705,C0215,18-25,phone,2,False
sample_2,1705,C0216,18-25,mobile_app,4,False
sample_2,1705,C0217,26-40,website,3,False
sample_2,1705,C0218,26-40,mobile_app,3,False
sample_2,1705,C0219,18-25,website,5,True
sample_2,1705,C0220,26-40,phone,3,True
sample_2,1705,C0221,41-60,website,3,False
sample_2,1705,C0222,41-60,mobile_app,4,True
sample_2,1705,C0223,60+,website,2,False
sample_2,1705,C0224,41-60,website,2,False
sample_2,1705,C0225,41-60,website,2,True
sample_2,1705,C0226,41-60,mobile_app,4,True
sample_2,1705,C0227,41-60,website,3,True
sample_2,1705,C0228,26-40,website,3,False
sample_2,1705,C0229,26-40,phone,4,True
sample_2,1705,C0230,26-40,website,4,True
sample_2,1705,C0231,41-60,website,3,False
sample_2,1705,C0232,26-40,mobile_app,4,True
sample_2,1705,C0233,41-60,website,3,True
sample_2,1705,C0234,26-40,mobile_app,5,True
sample_2,1705,C0235,18-25,website,5,True
sample_2,1705,C0236,41-60,mobile_app,5,True
sample_2,1705,C0237,18-25,website,3,True
sample_2,1705,C0238,41-60,website,4,True
sample_2,1705,C0239,26-40,mobile_app,3,False
sample_2,1705,C0240,26-40,website,2,True
sample_2,1705,C0241,60+,mobile_app,4,True
sample_2,1705,C0242,41-60,website,3,False
sample_2,1705,C0243,26-40,website,4,True
sample_2,1705,C0244,41-60,website,4,True
sample_2,1705,C0245,26-40,website,3,False
sample_2,1705,C0246,26-40,mobile_app,3,True
sample_2,1705,C0247,18-25,website,4,True
sample_2,1705,C0248,60+,website,4,True
sample_2,1705,C0249,18-25,website,3,False
sample_2,1705,C0250,41-60,website,4,True
sample_2,1705,C0251,41-60,website,3,True
sample_2,1705,C0252,41-60,website,3,True
sample_2,1705,C0253,41-60,mobile_app,3,True
sample_2,1705,C0254,60+,mobile_app,1,False
sample_2,1705,C0255,41-60,mobile_app,3,False
sample_2,1705,C0256,26-40,phone,4,True
sample_2,1705,C0257,41-60,website,4,False
sample_2,1705,C0258,26-40,mobile_app,2,False
sample_2,1705,C0259,26-40,mobile_app,5,True
sample_2,1705,C0260,60+,website,3,True
sample_2,1705,C0261,26-40,website,4,False
sample_2,1705,C0262,18-25,phone,3,True
sample_2,1705,C0263,26-40,website,3,True
sample_2,1705,C0264,26-40,phone,4,True
sample_2,1705,C0265,18-25,website,4,True
sample_2,1705,C0266,60+,website,3,True
sample_2,1705,C0267,41-60,phone,3,False
sample_2,1705,C0268,26-40,website,5,True
sample_2,1705,C0269,26-40,website,5,True
sample_2,1705,C0270,41-60,mobile_app,3,True
sample_2,1705,C0271,41-60,mobile_app,4,True
sample_2,1705,C0272,18-25,website,2,True
sample_2,1705,C0273,41-60,website,3,True
sample_2,1705,C0274,18-25,mobile_app,4,True
sample_2,1705,C0275,60+,website,4,True
sample_2,1705,C0276,60+,mobile_app,3,True
sample_2,1705,C0277,18-25,phone,3,True
sample_2,1705,C0278,26-40,website,4,True
sample_2,1705,C0279,18-25,phone,3,False
sample_2,1705,C0280,41-60,phone,2,False
sample_2,1705,C0281,41-60,mobile_app,4,False
sample_2,1705,C0282,26-40,mobile_app,4,False
sample_2,1705,C0283,60+,mobile_app,4,True
sample_2,1705,C0284,18-25,website,3,True
sample_2,1705,C0285,18-25,phone,4,False
sample_2,1705,C0286,18-25,website,3,True
sample_2,1705,C0287,26-40,website,5,True
sample_2,1705,C0288,18-25,website,3,False
sample_2,1705,C0289,26-40,mobile_app,5,True
sample_2,1705,C0290,41-60,mobile_app,4,True
sample_2,1705,C0291,41-60,website,4,True
sample_2,1705,C0292,26-40,website,4,True
sample_2,1705,C0293,18-25,mobile_app,5,True
sample_2,1705,C0294,41-60,website,3,True
sample_2,1705,C0295,60+,phone,1,False
sample_2,1705,C0296,18-25,mobile_app,2,True
sample_2,1705,C0297,41-60,mobile_app,1,True
sample_2,1705,C0298,41-60,website,4,False
sample_2,1705,C0299,26-40,mobile_app,4,True
sample_2,1705,C0300,18-25,mobile_app,5,True
sample_2,1705,C0301,18-25,mobile_app,4,True
sample_2,1705,C0302,41-60,website,3,True
sample_2,1705,C0303,26-40,website,4,True
sample_2,1705,C0304,41-60,mobile_app,5,True
sample_2,1705,C0305,26-40,website,2,True
sample_2,1705,C0306,60+,phone,2,True
sample_2,1705,C0307,41-60,mobile_app,4,True
sample_2,1705,C0308,18-25,phone,3,True
sample_2,1705,C0309,60+,website,4,True
sample_2,1705,C0310,18-25,website,4,True
sample_2,1705,C0311,41-60,phone,3,True
sample_2,1705,C0312,26-40,website,3,True
sample_2,1705,C0313,18-25,website,4,True
sample_2,1705,C0314,41-60,website,4,True
sample_2,1705,C0315,26-40,mobile_app,4,True
sample_2,1705,C0316,18-25,website,4,True
sample_2,1705,C0317,41-60,website,3,False
sample_2,1705,C0318,26-40,website,2,True
sample_2,1705,C0319,60+,website,3,True
sample_2,1705,C0320,41-60,website,3,False
sample_2,1705,C0321,18-25,website,2,True
sample_2,1705,C0322,18-25,website,2,True
sample_2,1705,C0323,18-25,website,3,True
sample_2,1705,C0324,26-40,website,4,False
sample_2,1705,C0325,41-60,website,4,True
sample_2,1705,C0326,41-60,website,4,True
sample_2,1705,C0327,41-60,website,1,True
sample_2,1705,C0328,26-40,mobile_app,5,True
sample_2,1705,C0329,26-40,mobile_app,4,True
sample_2,1705,C0330,26-40,website,3,True
sample_2,1705,C0331,26-40,mobile_app,4,True
sample_2,1705,C0332,26-40,mobile_app,3,True
sample_2,1705,C0333,18-25,mobile_app,5,True
sample_2,1705,C0334,60+,website,4,False
sample_2,1705,C0335,60+,phone,2,True
sample_2,1705,C0336,26-40,mobile_app,4,False
sample_2,1705,C0337,41-60,website,3,False
sample_2,1705,C0338,41-60,website,2,False
sample_2,1705,C0339,26-40,website,5,True
sample_2,1705,C0340,26-40,mobile_app,5,True
sample_2,1705,C0341,18-25,mobile_app,5,True
sample_2,1705,C0342,41-60,website,4,True
sample_2,1705,C0343,26-40,website,3,False
sample_2,1705,C0344,26-40,website,4,True
sample_2,1705,C0345,26-40,website,4,True
sample_2,1705,C0346,26-40,website,4,True
sample_2,1705,C0347,41-60,website,4,True
sample_2,1705,C0348,18-25,phone,2,False
sample_2,1705,C0349,41-60,mobile_app,2,False
sample_2,1705,C0350,41-60,website,5,True
sample_2,1705,C0351,26-40,mobile_app,5,True
sample_2,1705,C0352,41-60,mobile_app,4,True
sample_2,1705,C0353,26-40,phone,5,True
sample_2,1705,C0354,26-40,website,4,False
sample_2,1705,C0355,18-25,website,3,True
sample_2,1705,C0356,41-60,website,4,True
sample_2,1705,C0357,26-40,phone,4,True
sample_2,1705,C0358,26-40,website,5,True
sample_2,1705,C0359,18-25,website,4,True
sample_2,1705,C0360,41-60,phone,4,False
sample_2,1705,C0361,60+,mobile_app,3,True
sample_2,1705,C0362,41-60,website,4,True
sample_2,1705,C0363,41-60,website,2,False
sample_2,1705,C0364,60+,mobile_app,4,True
sample_2,1705,C0365,41-60,mobile_app,3,True
sample_2,1705,C0366,60+,phone,1,False
sample_2,1705,C0367,26-40,website,3,False
sample_2,1705,C0368,26-40,mobile_app,4,True
sample_2,1705,C0369,60+,phone,2,False
sample_2,1705,C0370,41-60,mobile_app,3,False
sample_2,1705,C0371,60+,website,4,True
sample_2,1705,C0372,60+,website,5,True
sample_2,1705,C0373,26-40,website,5,True
sample_2,1705,C0374,60+,mobile_app,3,False
sample_2,1705,C0375,26-40,phone,4,True
sample_2,1705,C0376,18-25,phone,4,False
sample_2,1705,C0377,18-25,website,4,False
sample_2,1705,C0378,18-25,mobile_app,2,False
sample_2,1705,C0379,18-25,website,4,True
sample_2,1705,C0380,41-60,website,3,True
sample_2,1705,C0381,41-60,website,4,False
sample_2,1705,C0382,18-25,phone,3,True
sample_2,1705,C0383,26-40,website,5,True
sample_2,1705,C0384,26-40,phone,4,True
sample_2,1705,C0385,26-40,phone,3,True
sample_2,1705,C0386,18-25,website,4,True
sample_2,1705,C0387,26-40,mobile_app,4,True
sample_2,1705,C0388,26-40,mobile_app,4,True
sample_2,1705,C0389,26-40,website,4,True
sample_2,1705,C0390,26-40,website,3,False
sample_2,1705,C0391,41-60,mobile_app,3,True
sample_2,1705,C0392,18-25,mobile_app,4,True
sample_2,1705,C0393,41-60,mobile_app,4,True
sample_2,1705,C0394,41-60,phone,2,False
sample_2,1705,C0395,60+,mobile_app,4,False
sample_2,1705,C0396,26-40,website,4,False
sample_2,1705,C0397,26-40,mobile_app,4,True
sample_2,1705,C0398,41-60,mobile_app,2,False
sample_2,1705,C0399,26-40,phone,3,True
sample_2,1705,C0400,60+,mobile_app,4,True
sample_2,1705,C0401,26-40,mobile_app,5,True
sample_2,1705,C0402,26-40,phone,4,True
sample_2,1705,C0403,26-40,mobile_app,5,True
sample_2,1705,C0404,41-60,phone,3,False
sample_2,1705,C0405,18-25,phone,5,True
sample_2,1705,C0406,26-40,website,5,True
sample_2,1705,C0407,60+,website,4,True
sample_2,1705,C0408,18-25,website,4,True
sample_2,1705,C0409,41-60,mobile_app,4,True
sample_2,1705,C0410,26-40,phone,5,False
sample_2,1705,C0411,60+,website,5,True
sample_2,1705,C0412,26-40,website,4,True
sample_2,1705,C0413,41-60,mobile_app,4,False
sample_2,1705,C0414,41-60,mobile_app,5,True
sample_2,1705,C0415,18-25,mobile_app,5,False
sample_2,1705,C0416,18-25,website,3,True
sample_2,1705,C0417,60+,phone,3,False
sample_2,1705,C0418,41-60,phone,3,False
sample_2,1705,C0419,60+,mobile_app,3,True
sample_2,1705,C0420,26-40,website,4,False
sample_2,1705,C0421,60+,website,2,False
sample_2,1705,C0422,41-60,website,3,False
sample_2,1705,C0423,60+,website,3,True
sample_2,1705,C0424,41-60,phone,1,False
sample_2,1705,C0425,41-60,mobile_app,3,False
sample_2,1705,C0426,26-40,website,4,True
sample_2,1705,C0427,26-40,mobile_app,4,True
sample_2,1705,C0428,41-60,mobile_app,5,True
sample_2,1705,C0429,26-40,mobile_app,5,True
sample_2,1705,C0430,41-60,mobile_app,3,False
sample_2,1705,C0431,26-40,mobile_app,4,True
sample_2,1705,C0432,18-25,website,4,True
sample_2,1705,C0433,26-40,mobile_app,4,True
sample_2,1705,C0434,60+,mobile_app,4,True
sample_2,1705,C0435,41-60,phone,5,True
sample_2,1705,C0436,18-25,website,4,True
sample_2,1705,C0437,41-60,mobile_app,4,True
sample_2,1705,C0438,41-60,website,4,True
sample_2,1705,C0439,60+,website,4,False
sample_2,1705,C0440,18-25,website,4,True
sample_2,1705,C0441,18-25,mobile_app,5,True
sample_2,1705,C0442,26-40,website,3,True
sample_2,1705,C0443,26-40,website,4,True
sample_2,1705,C0444,41-60,website,3,False
sample_2,1705,C0445,41-60,website,3,False
sample_2,1705,C0446,60+,phone,4,True
sample_2,1705,C0447,18-25,mobile_app,4,False
sample_2,1705,C0448,26-40,mobile_app,4,True
sample_2,1705,C0449,26-40,phone,4,True
sample_2,1705,C0450,60+,website,4,True
sample_2,1705,C0451,26-40,website,3,True
sample_2,1705,C0452,41-60,phone,4,True
sample_2,1705,C0453,18-25,phone,5,True
sample_2,1705,C0454,26-40,mobile_app,4,True
sample_2,1705,C0455,18-25,website,3,False
sample_2,1705,C0456,41-60,website,3,True
sample_2,1705,C0457,26-40,phone,3,True
sample_2,1705,C0458,18-25,website,3,True
sample_2,1705,C0459,26-40,website,3,True
sample_2,1705,C0460,26-40,phone,3,False
sample_2,1705,C0461,26-40,website,4,True
sample_2,1705,C0462,26-40,mobile_app,4,True
sample_2,1705,C0463,18-25,mobile_app,5,True
sample_2,1705,C0464,41-60,mobile_app,3,False
sample_2,1705,C0465,41-60,website,3,False
sample_2,1705,C0466,26-40,phone,3,False
sample_2,1705,C0467,18-25,mobile_app,3,True
sample_2,1705,C0468,41-60,website,3,True
sample_2,1705,C0469,26-40,website,5,True
sample_2,1705,C0470,18-25,website,3,True
sample_2,1705,C0471,18-25,mobile_app,2,False
sample_2,1705,C0472,60+,website,3,True
sample_2,1705,C0473,26-40,website,3,True
sample_2,1705,C0474,60+,phone,2,True
sample_2,1705,C0475,18-25,mobile_app,3,False
sample_2,1705,C0476,18-25,website,4,True
sample_2,1705,C0477,26-40,website,3,True
sample_2,1705,C0478,41-60,website,5,True
sample_2,1705,C0479,26-40,mobile_app,3,False
sample_2,1705,C0480,26-40,website,5,True
sample_2,1705,C0481,26-40,phone,4,True
sample_2,1705,C0482,41-60,website,2,True
sample_2,1705,C0483,41-60,website,3,False
sample_2,1705,C0484,26-40,phone,3,True
sample_2,1705,C0485,60+,website,4,True
sample_2,1705,C0486,41-60,mobile_app,3,True
sample_2,1705,C0487,41-60,website,3,True
sample_2,1705,C0488,18-25,mobile_app,5,True
sample_2,1705,C0489,26-40,mobile_app,4,True
sample_2,1705,C0490,18-25,website,4,True
sample_2,1705,C0491,41-60,website,5,True
sample_2,1705,C0492,60+,website,4,True
sample_2,1705,C0493,41-60,website,1,False
sample_2,1705,C0494,26-40,website,3,True
sample_2,1705,C0495,26-40,website,4,True
sample_2,1705,C0496,18-25,website,5,False
sample_2,1705,C0497,18-25,phone,4,True
sample_2,1705,C0498,60+,phone,4,True
sample_2,1705,C0499,26-40,mobile_app,4,True
sample_2,1705,C0500,26-40,mobile_app,2,True
sample_2,1705,C0501,41-60,mobile_app,5,True
sample_2,1705,C0502,26-40,website,4,False
sample_2,1705,C0503,26-40,website,4,True
sample_2,1705,C0504,18-25,website,5,True
sample_2,1705,C0505,26-40,website,2,True
sample_2,1705,C0506,18-25,mobile_app,4,True
sample_2,1705,C0507,26-40,phone,2,True
sample_2,1705,C0508,26-40,website,3,False
sample_2,1705,C0509,41-60,website,4,True
sample_2,1705,C0510,26-40,mobile_app,4,False
sample_2,1705,C0511,41-60,website,2,True
sample_2,1705,C0512,18-25,website,3,False
sample_2,1705,C0513,41-60,mobile_app,4,True
sample_2,1705,C0514,26-40,mobile_app,4,True
sample_2,1705,C0515,26-40,website,5,True
sample_2,1705,C0516,26-40,website,4,False
sample_2,1705,C0517,26-40,mobile_app,4,True
sample_2,1705,C0518,26-40,mobile_app,5,True
sample_2,1705,C0519,41-60,mobile_app,1,False
sample_2,1705,C0520,41-60,mobile_app,4,True
sample_2,1705,C0521,60+,website,4,True
sample_2,1705,C0522,60+,website,4,False
sample_2,1705,C0523,41-60,mobile_app,3,True
sample_2,1705,C0524,26-40,website,3,True
sample_2,1705,C0525,41-60,website,2,True
sample_2,1705,C0526,26-40,mobile_app,5,True
sample_2,1705,C0527,26-40,mobile_app,4,False
sample_2,1705,C0528,41-60,phone,3,False
sample_2,1705,C0529,41-60,mobile_app,4,True
sample_2,1705,C0530,18-25,mobile_app,4,True
sample_2,1705,C0531,60+,website,3,False
sample_2,1705,C0532,60+,website,4,True
sample_2,1705,C0533,26-40,phone,3,False
sample_2,1705,C0534,60+,phone,2,True
sample_2,1705,C0535,26-40,mobile_app,4,True
sample_2,1705,C0536,26-40,website,3,False
sample_2,1705,C0537,60+,website,1,True
sample_2,1705,C0538,41-60,website,4,True
sample_2,1705,C0539,41-60,website,4,True
sample_2,1705,C0540,26-40,mobile_app,3,False
sample_2,1705,C0541,41-60,website,3,False
sample_2,1705,C0542,41-60,website,3,False
sample_2,1705,C0543,60+,website,3,False
sample_2,1705,C0544,18-25,website,3,True
sample_2,1705,C0545,41-60,mobile_app,3,True
sample_2,1705,C0546,41-60,website,5,True
sample_2,1705,C0547,26-40,phone,3,True
sample_2,1705,C0548,26-40,mobile_app,4,True
sample_2,1705,C0549,18-25,mobile_app,4,True
sample_2,1705,C0550,41-60,website,3,True
sample_2,1705,C0551,60+,mobile_app,3,False
sample_2,1705,C0552,18-25,mobile_app,5,True
sample_2,1705,C0553,26-40,website,3,True
sample_2,1705,C0554,60+,mobile_app,4,False
sample_2,1705,C0555,18-25,mobile_app,3,False
sample_2,1705,C0556,26-40,website,3,True
sample_2,1705,C0557,41-60,mobile_app,4,True
sample_2,1705,C0558,41-60,mobile_app,3,False
sample_2,1705,C0559,26-40,mobile_app,5,True
sample_2,1705,C0560,18-25,website,4,True
sample_2,1705,C0561,26-40,website,3,True
sample_2,1705,C0562,41-60,phone,3,True
sample_2,1705,C0563,26-40,website,4,True
sample_2,1705,C0564,60+,website,4,False
sample_2,1705,C0565,41-60,phone,1,False
sample_2,1705,C0566,18-25,mobile_app,3,True
sample_2,1705,C0567,18-25,website,5,False
sample_2,1705,C0568,41-60,mobile_app,3,False
sample_2,1705,C0569,26-40,phone,4,True
sample_2,1705,C0570,41-60,mobile_app,5,True
sample_2,1705,C0571,60+,website,4,True
sample_2,1705,C0572,41-60,website,3,False
sample_2,1705,C0573,41-60,mobile_app,4,True
sample_2,1705,C0574,26-40,website,3,True
sample_2,1705,C0575,26-40,mobile_app,3,False
sample_2,1705,C0576,26-40,mobile_app,4,True
sample_2,1705,C0577,26-40,website,5,True
sample_2,1705,C0578,18-25,phone,1,False
sample_2,1705,C0579,26-40,mobile_app,5,True
sample_2,1705,C0580,26-40,phone,3,True
sample_2,1705,C0581,26-40,mobile_app,5,True
sample_2,1705,C0582,26-40,website,4,True
sample_2,1705,C0583,26-40,phone,4,True
sample_2,1705,C0584,18-25,website,3,True
sample_2,1705,C0585,26-40,website,3,True
sample_2,1705,C0586,18-25,website,3,True
sample_2,1705,C0587,60+,website,3,True
sample_2,1705,C0588,18-25,website,2,True
sample_2,1705,C0589,26-40,website,2,True
sample_2,1705,C0590,26-40,mobile_app,5,False
sample_2,1705,C0591,18-25,phone,3,True
sample_2,1705,C0592,41-60,website,4,True
sample_2,1705,C0593,18-25,phone,4,False
sample_2,1705,C0594,41-60,website,3,True
sample_2,1705,C0595,60+,website,4,True
sample_2,1705,C0596,18-25,mobile_app,4,True
sample_2,1705,C0597,41-60,website,4,False
sample_2,1705,C0598,41-60,website,4,True
sample_2,1705,C0599,26-40,website,3,True
sample_2,1705,C0600,41-60,mobile_app,3,True
sample_3,2705,C0001,41-60,phone,3,False
sample_3,2705,C0002,26-40,mobile_app,5,True
sample_3,2705,C0003,26-40,website,5,True
sample_3,2705,C0004,18-25,website,4,True
sample_3,2705,C0005,41-60,website,4,False
sample_3,2705,C0006,26-40,website,4,True
sample_3,2705,C0007,26-40,phone,5,True
sample_3,2705,C0008,60+,website,4,False
sample_3,2705,C0009,26-40,mobile_app,5,True
sample_3,2705,C0010,60+,website,4,False
sample_3,2705,C0011,60+,mobile_app,5,True
sample_3,2705,C0012,41-60,website,3,True
sample_3,2705,C0013,26-40,mobile_app,5,True
